,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,DEALER_NAME,DEALER_TEL,DEALER_CITY,DEALER_STATE,DEALER_ZIP,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN
727017,10276728,toyota motor north america inc,toyota,camry solara,1999-01-01,n,2009-07-13,n,0,0,structurebodyhoodhinge and attachments,peoria,il,,2009-07-14 00:00:00,2009-07-14 00:00:00,96630.0,,1 toyota solara 1999 hood opened up during driving on the highway and crashed into the windshield breaking the windshield into drivers side seat and obstructing vision  the drivers side window would not roll down preventing the driver from looking outside to pull over  2 driver narrowly escaped traffic collision because of obstructed vision  3 driver pulled over to the highway shoulder pulled down the hood and tied the hood to the chassis using rope the windshield was completely damaged  all parts are available as the car was not repaired tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
727018,10276728,toyota motor north america inc,toyota,camry solara,1999-01-01,n,2009-07-13,n,0,0,latcheslockslinkages,peoria,il,,2009-07-14 00:00:00,2009-07-14 00:00:00,96630.0,,1 toyota solara 1999 hood opened up during driving on the highway and crashed into the windshield breaking the windshield into drivers side seat and obstructing vision  the drivers side window would not roll down preventing the driver from looking outside to pull over  2 driver narrowly escaped traffic collision because of obstructed vision  3 driver pulled over to the highway shoulder pulled down the hood and tied the hood to the chassis using rope the windshield was completely damaged  all parts are available as the car was not repaired tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
727019,10276720,toyota motor north america inc,toyota,prius,2009-01-01,n,2009-07-12,n,0,0,equipment,anonymous ,tx,,2009-07-14 00:00:00,2009-07-14 00:00:00,,,this is a request in order for the us department of transportation to begin safety and defect inspections for the following automotive dealers toyota honda mitishibishi tr  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727028,10276736,toyota motor north america inc,toyota,tundra,2000-01-01,n,2009-07-01,n,0,0,structureframe and members,penn,pa,5tbbt4415ys,2009-07-14 00:00:00,2009-07-14 00:00:00,82000.0,,tlthe contact owns a 2000 toyota tundra  the contact took the vehicle to the dealer for inspection and they determined that the frame was rotting  the dealer found large holes in the frame and will not assume responsibility for the repairs  the contact is unable to drive the vehicle and believes that the failure was due to a manufacturer defect  the vehicle has not been repaired  the current and failure mileages were 82000      updated 080409 bf  updated 080509jb,evoq,n,2008-06-14,n,y,y,8.0,,fi,gs,auto,0.0,,,,,,,,,massie toyota,,white oak,pa,,v,,n,n
727044,10276744,toyota motor north america inc,toyota,sienna,2004-01-01,n,2009-07-11,n,0,0,latcheslockslinkages,sugar grove,il,5tdza22c24s,2009-07-14 00:00:00,2009-07-14 00:00:00,65000.0,,2004 sienna toyota van side automatic door broke would not open now the lock has broke on the door and the door will not stay shut high safety issue tr,ivoq,n,,n,n,n,,,,,,15.0,,,,,,,,,,,,,,v,,n,n
727051,10276750,toyota motor north america inc,lexus,es300,2002-01-01,n,2009-06-15,y,0,0,fuel system gasoline,boca raton,fl,jthbf30g820,2009-07-14 00:00:00,2009-07-14 00:00:00,44000.0,,on june 15 2009 we were driving home and my husband felt the car almost stalled  then we smelled gasoline and saw smoke coming from the bottom right under the engine  we exited the car and it was already on fire  the car burst into flames and was completely destroyed  it was a 2002 lexus 300es with only 44000 miles  toyota has been extremely rude to us and took almost a month to inspect the car  they say they cannot determine the cause of the fire  how can a car start on fire while you are driving it over straight roads we never had an accident or any other problem  i read of a couple of other lexuses that caught fire  something should be done to make toyota fully examine this problem tr,ivoq,y,,n,n,n,,,,,,20.0,,,,,,,,,,,,,,v,,n,n
727052,10276751,toyota motor north america inc,toyota,pickup,1994-01-01,n,2009-07-11,n,0,0,structureframe and members,troy,ny,4tarn01pxrz,2009-07-14 00:00:00,2009-07-14 00:00:00,96320.0,,i own a 1994 toyota pickup 96k miles frame has rusted completely through making vehicle unable to be driven or even pass state inspection appears to be the same problem that toyota has announced for 1995 and up vehicles but they will not apply to a 1994 pickup tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727056,10276749,toyota motor north america inc,toyota,corolla,2006-01-01,n,2009-07-13,n,0,0,engine and engine coolingengine,chester,va,2t1br32e56c,2009-07-14 00:00:00,2009-07-14 00:00:00,57420.0,,going 45 mph car suddenly cut off without warning would not restart  had to be towed to dealership  was told that the ecm failed and the part had to be ordered  i purchased the extended warranty when i bought the car new so this is covered  in speaking with the service manager at dealership he indicated there was no recall on this part because it wasnt a safety issue  it is a safety issue  i was lucky there was very little traffic at the time my car died or i may have been rearended  im just lucky it didnt happen on the highway tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
727058,10276762,toyota motor north america inc,scion,tc,2008-01-01,n,2009-07-14,n,0,0,visibility,milwaukee,wi,,2009-07-14 00:00:00,2009-07-14 00:00:00,27000.0,,i was driving my 2008 scion tc at low speed when the fromt panel of the moon  roof spontaneoulsy shattered tr,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,,,,,,v,,n,n
727110,10276796,toyota motor north america inc,toyota,tundra,2000-01-01,n,2006-11-22,n,0,0,structureframe and members,albany,oh,5tbrt3415ys,2009-07-14 00:00:00,2009-07-14 00:00:00,57000.0,,2000 toyota tundra truck my frame is rusting away it is rusted at all the mounting points and is flaking away tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727112,10276805,toyota motor north america inc,toyota,camry,2006-01-01,y,2009-02-27,n,1,0,vehicle speed control,chicago,il,4t1be32k86u,2009-07-14 00:00:00,2009-07-14 00:00:00,35000.0,,2006 toyota camry surged unexpectedly  increase in engine speed occurring while the accelerator pedal is  not depressed uncontrolled surge caused vehicle to crash into other objects  upon impact air bags did not inflate  tr,ivoq,y,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
727144,10276826,toyota motor north america inc,toyota,sienna,2007-01-01,n,2009-06-20,n,0,0,engine and engine coolingengine,canmore,00,5tdzk23c87s,2009-07-15 00:00:00,2009-07-15 00:00:00,49000.0,,i bought a second hand 2007 toyota sienna le in june 2009 the vehicle had about 49000 km i noticed that vehicle had produced unusual noise when started at cold it sounded like diesel engine i took a vehicle in to a toyota dealer and they attempted to correct the problem apparently there is a tsb issued on this problem although i appreciate the dealers honest effort in correcting the problem the noise is still there when engine is started at cold  tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727148,10276828,toyota motor north america inc,toyota,rx300,2004-01-01,n,2009-07-01,n,0,0,equipmentotherlabels,sioux city,ia,,2009-07-15 00:00:00,2009-07-15 00:00:00,,,error code p0442 on my 2002 camry shows the fuel filler is defective  there is a warranty recall on the part eg02206 mil on dtc p0440 etc fuel filler tube improvement  this was issued 41106 effective for 36 months after inservice date for 2002 cars  as you can see this is essentially undoable given the dates tr,ivoq,n,,,,,,,,,,,,,,,n,,,,,,,,,e,,n,
727158,10276833,toyota motor north america inc,scion,tc,2005-01-01,n,2009-07-11,n,0,0,structure,chesapeake,va,jtkde177850,2009-07-15 00:00:00,2009-07-15 00:00:00,75500.0,,to save for space regarding the number of characters i am allotted i have put a very detailed list of things that happened at this url    httpwwwnsxprimecomforumsshowthreadphpt124643    please take the time to review it since i know that the nhtsa has been querying this topic before tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727175,10276854,toyota motor north america inc,toyota,land cruiser,2006-01-01,n,2008-10-23,n,0,0,steering,stockton,ca,jteht05j162,2009-07-15 00:00:00,2009-07-15 00:00:00,59199.0,,tlthe contact owns a 2006 toyota land cruiser  whenever the contact attempted to turn the steering wheel to the left the steering would bind and stop turning  the vehicle was taken to the dealer and they stated that the stop screw needed to be replaced  the failure is still occurring  the current mileage was 63121 and failure mileage was 59199,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727176,10276855,toyota motor north america inc,toyota,prius,2006-01-01,n,2009-06-27,n,0,0,exterior lighting,tuxedo,ny,jtdkb20ux63,2009-07-15 00:00:00,2009-07-15 00:00:00,60000.0,,intermittent headlight failure on toyota prius 2006 headlights hid without warning   teenage driver  received two summonses for driving at night without lights  toyota  dealer and corporate recalcitrant reacknowledging problem confirms lights working normally requiring replication in shop charging diagnostic fee to examine whether lights are off or flickering despite law enforcement summonses tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727189,10276857,toyota motor north america inc,toyota,sienna,2002-01-01,n,2009-07-10,n,0,0,latcheslockslinkages,glen rock,nj,4t3zf13c32u,2009-07-15 00:00:00,2009-07-15 00:00:00,100000.0,,automatic sliding door on toyota sienna often does not close  even when encouraged manually to close it pulls back several times  if auto feature is turned off it wont pull closed at all    sliding door on left side wont open from inside  occasionally locks itself so that it cant be opened from outside either even if all other doors are unlocked tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727190,10276857,toyota motor north america inc,toyota,sienna,2002-01-01,n,2009-07-10,n,0,0,electrical system,glen rock,nj,4t3zf13c32u,2009-07-15 00:00:00,2009-07-15 00:00:00,100000.0,,automatic sliding door on toyota sienna often does not close  even when encouraged manually to close it pulls back several times  if auto feature is turned off it wont pull closed at all    sliding door on left side wont open from inside  occasionally locks itself so that it cant be opened from outside either even if all other doors are unlocked tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727191,10276871,toyota motor north america inc,toyota,4runner,2007-01-01,n,2007-01-07,n,0,0,tires,aurora,il,,2009-07-15 00:00:00,2009-07-15 00:00:00,,,dunlop at20 grandtrek tires p26565r17 2007 toyota 4runner 27k miles since new these tires have very poor traction during wet weather and my 4 wheel anti slip constantly engages while driving in wet weather dealership has inspected and technician stated that these tires were junk and i should get my wear and replace tr  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727197,10276866,toyota motor north america inc,toyota,corolla,2004-01-01,n,2009-05-15,n,0,0,seats,whiting,nj,2t1br32e54c,2009-07-15 00:00:00,2009-07-15 00:00:00,73790.0,,tlthe contact owns a 2004 toyota corolla  the contact stated that there was a vertical wire in the back of the passenger seat  when an occupant is seated in the passenger seat the wire comes through and sticks them in their back  the vehicle was taken to the dealer and they stated that it was a warranty issue  unfortunately the vehicle was out of warranty  the repair would cost 700  the contact feels that he should not have to pay for the repair since it was due to a manufacturer defect  the failure mileage was 73790,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727198,10276870,toyota motor north america inc,toyota,camry,2007-01-01,n,2009-07-09,n,0,0,unknown or other,edison,nj,4t1be46k37u,2009-07-15 00:00:00,2009-07-15 00:00:00,17094.0,,safety issue cheap quality windshield used by toyota on 2007 camry le  i filed a complain with toyota for windshield crack which appeared on my 2007 camry still under warranty with 17k miles i took it to dealer and dealer service manager washed his hands saying this crack is due to some pebblerock hitting the windshield  and than he showed me tip of  pin size mark which i really strange that how can that mark cause that crack its clearly shows that either toyota had advised dealers not to cover anything in warranty as customer will end up paying from his pocket rather toyota fixing it i even complained to toyota but no use they moved it back to dealer and dealer customer relation lady refused to do anything earlier service manager had given me toyota number to contact and see if they can do anything but looks like he knew that nothing would be done and i will just waste my time  complain which i made to toyota via customer relation department id 0907111004    resolution sought change the windshield asap or take the car back i would rather go to honda seems like toyota car are good for road which are either driveway kind or totally clean not able to handle highways this was my first and last toyota for sure i will covey the message to others too so that people thing again before buying toyota i trusted toyota name and though there after sales and service would be good and parts used would be good quality but guess its not shows reason of why people moving away tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
727200,10276873,toyota motor north america inc,toyota,tacoma,2009-01-01,n,2009-04-01,n,0,0,power trainautomatic transmission,tapps,wa,3tmmu52n09m,2009-07-15 00:00:00,2009-07-15 00:00:00,15.0,,tlthe contact owns a 2009 toyota tacoma  whenever the contact turns the vehicle the engine revs very loudly  however the transmission does not engage  the contact is concerned that a crash could occur  the dealer stated that the failure was due to computer failure but the manufacturer has not yet provided a remedy  the contact called the manufacturer directly and they sent a technician to test drive the vehicle  the technician stated that this was a characteristic of the vehicle and there was no remedy available  the failure mileage was 15 and current mileage was 2100     updated 81809 cn  the consumer stated the vehicle seemed to be missing 1st gear for a few seconds updated 082109,evoq,n,2009-03-01,n,y,y,6.0,4wd,fi,gs,auto,0.0,,,,,,,,,titus will toyota,,,,,v,,n,n
727201,10276873,toyota motor north america inc,toyota,tacoma,2009-01-01,n,2009-04-01,n,0,0,engine and engine cooling,tapps,wa,3tmmu52n09m,2009-07-15 00:00:00,2009-07-15 00:00:00,15.0,,tlthe contact owns a 2009 toyota tacoma  whenever the contact turns the vehicle the engine revs very loudly  however the transmission does not engage  the contact is concerned that a crash could occur  the dealer stated that the failure was due to computer failure but the manufacturer has not yet provided a remedy  the contact called the manufacturer directly and they sent a technician to test drive the vehicle  the technician stated that this was a characteristic of the vehicle and there was no remedy available  the failure mileage was 15 and current mileage was 2100     updated 81809 cn  the consumer stated the vehicle seemed to be missing 1st gear for a few seconds updated 082109,evoq,n,2009-03-01,n,y,y,6.0,4wd,fi,gs,auto,0.0,,,,,,,,,titus will toyota,,,,,v,,n,n
727215,10276888,toyota motor north america inc,toyota,corolla,2006-01-01,n,2009-06-06,n,0,0,equipmentapplianceair conditioner,idaho falls,id,1nxbr32e76z,2009-07-15 00:00:00,2009-07-15 00:00:00,120000.0,,air conditioner works only 14th of the time  it blows cold and then continues to blow but changes to blowing hot air  this is very problematic with the heat conditions of summer with small children in the car  we are looking at costly repairs due to faulty equipment from the manufacturer tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
727243,10276905,toyota motor north america inc,scion,xb,2006-01-01,n,2009-06-15,n,0,0,visibilitypower window devices and controls,henderson,nv,jtlkt334864,2009-07-15 00:00:00,2009-07-15 00:00:00,42500.0,,rear power windows fail to operate safety hazard in hot climates toyota has acknowledged in a technical service bulletin but repairs not covered except under 3 year36k mile factory warranty suggest a recall to repair this safety hazard especially in hot climates where children can be trapped in the vehicle if unable to operate the windows correctly tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727244,10276902,toyota motor north america inc,toyota,tundra,2000-01-01,n,2009-07-01,n,0,0,structureframe and members,west alexander,pa,5tbbt4417ys,2009-07-15 00:00:00,2009-07-15 00:00:00,66000.0,,tlthe contact owns a 2000 toyota tundra  the contact stated that the entire frame of the vehicle was rusted  the dealer would not repair the rust and advised the contact to take the vehicle to a body shop so that the frame could be welded back together  they also found other spots that were completely rusted however they could not be welded due to the high cost of repair  the failure mileage was 66000    updated 072309  bf   updated 072709jb,evoq,n,,n,n,n,8.0,,fi,gs,,0.0,,,,,,,,,,,,,,v,,n,n
727245,10276904,toyota motor north america inc,lexus,es300,2000-01-01,n,2009-07-12,y,0,0,engine and engine coolingengine,keller,tx,jt8bf28g2y0,2009-07-15 00:00:00,2009-07-15 00:00:00,114000.0,,tlthe contact owns a 2000 lexus es300  while driving at an unknown speed the contact noticed smoke underneath the hood  she assumed that the vehicle was overheating and pulled over to allow the vehicle to cool down  a couple of minutes later the vehicle caught fire and was towed to a body shop  the contact has pictures of the vehicle  the body shop does not know what caused the fire  the insurance company stated that the vehicle was destroyed  the dealer could not assist and stated that there were no recalls for the vehicle  the dealer further stated that this incident was only an accident  the failure and current mileages were 114000,evoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727269,10276925,toyota motor north america inc,toyota,sequoia,2002-01-01,n,2009-07-15,n,0,0,vehicle speed control,richmond,va,5tdbt48a02s,2009-07-15 00:00:00,2009-07-15 00:00:00,92000.0,,today on my way home the vsc off and vsc trac lights came on  whenever i apply my brakes the car shakes a lot  i thought it was the rotors but i now think it was this system turning on when it wasnt suppose to  on the way home today my sequoia did not shake at all  there are a ridiculous amount of threads on tundrasolutions and edmunds about these lights coming on with 0003 toyota sequoias  most everyone has had to have a computer replaced because of this  quotes for this are between 1500 and 2500  i dont have that type of money and i dont feel i should be responsible for this problem because it is a safety issue and so many others have had this same problem  there should be a recall  i just bought this vehicle a few months ago because we expecting our second child and needed a larger vehicle  i chose a toyota because of reliability but im afraid that could be a problem if so many people are having issues with this vehicle tr,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,,,,,,v,,n,n
727290,10276946,toyota motor north america inc,toyota,prius,2007-01-01,n,2009-04-02,n,0,0,exterior lighting,toronto,00,,2009-07-16 00:00:00,2009-07-16 00:00:00,25000.0,,the headlights on my 2007 prius go on and off by themselves i bought this vehicle in the usa and made no modifications  turning the lights off and then on manually resets them and they work for an unknown period of time until they go out again  these are hid lights tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727292,10276947,toyota motor north america inc,lexus,rx300,2002-01-01,n,2009-07-12,n,0,0,power trainautomatic transmission,nanuet,ny,jtjhf10u220,2009-07-16 00:00:00,2009-07-16 00:00:00,85000.0,,2002 lexus rx 300 transmission failedstuck on nj turnpiketowed to prestige lexus in ramsey nj dealer said transmission bad have read hundreds and hundreds of premature transmission failures in 19992002 lexus rx 300 vehicles so far lexus has not admitted any problems and will look into it cost of repair 400000 still in shop tr,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,,,,,,v,,n,n
727293,10276948,toyota motor north america inc,toyota,prius,2006-01-01,n,2007-08-01,n,0,0,exterior lighting,pittsburgh,pa,jtdkb20u163,2009-07-16 00:00:00,2009-07-16 00:00:00,25000.0,,while under warranty driver side headlight flickered and would go out it would always come back on after turning the headlights off and on again same thing happened a few months later with passenger side headlight dealer replaced or repaired both at different times while under warranty no longer under warranty and i have paid for a replacement headlight once at present both headlights flicker and go out now with remarkable regularity fortunately turning them off and on again corrects the problem for a few minutes so i have never been forced to stop driving at night although i have been stopped for driving with only one headlight at times at this time i am at the point where i turn my headlights off and on every five minutes day and night it has become a nervous tic tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727333,10276986,toyota motor north america inc,toyota,rav4,2006-01-01,n,2009-07-14,n,0,0,power train,allen,tx,,2009-07-16 00:00:00,2009-07-16 00:00:00,61000.0,,2006 toyota rav 4 rubber oil hose part no 1570731010 rupture spewed oil all over engine and road vehicle has 61000 miles the 2008 and later model rav 4s now use a different metal part part no 1577231030 luckily i was able to get to the breakdown after noticing engine smoking from excess oil    the dealership will only install original part number for the 2006 and 2007 rav 4 models even though apparently the 2008 metal part is superior tr,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
727340,10276982,toyota motor north america inc,toyota,tacoma,2007-01-01,n,2009-07-10,n,0,0,vehicle speed control,queen creek,az,5teju62n27z,2009-07-16 00:00:00,2009-07-16 00:00:00,43453.0,,tlthe contact owns a 2007 toyota tacoma  while driving approximately 65 mph the contact pressed the resume cruise control button  suddenly the engine began to rev and the vehicle continued to accelerate to 90 mph  he depressed the brake pedal but the vehicle continued to accelerate  the accelerator pedal was pegged to the floor however nothing was obstructing the pedal  the contact disengaged the cruise control and placed the vehicle into neutral so that he could coast to a stop  he had to place the vehicle back into gear in order to finally stop the vehicle  he inspected the vehicle but did not see anything jammed under the hood nor did he see any leaks  the contact turned off the vehicle  when he restarted the vehicle it performed normally  he took the vehicle to the dealer but they found no failures  the dealer stated that the floor mat could have contributed to the failure  the manufacturer offered no assistance  the current mileage was 43603 and failure mileage was approximately 43453 see also 10276445 dsy,evoq,n,,n,n,n,,,,,,65.0,,,,,,,,,,,,,,v,,n,n
727347,10276996,toyota motor north america inc,toyota,pickup,1991-01-01,n,2009-06-10,n,0,0,structureframe and membersunderbody shields,rosebush,mi,,2009-07-16 00:00:00,2009-07-16 00:00:00,225000.0,,tlthe contact owns a 1991 toyota pickup  the contact felt very hard vibrations coming from the rear of the vehicle  upon further inspection he noticed that the frame was rotted out and hanging from the vehicle  the vin was unknown  the current and failure mileages were less than 225000,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727373,10277020,toyota motor north america inc,toyota,tundra,2008-01-01,n,2007-12-15,n,0,0,visibility,marietta,ga,5tbrt541x8s,2009-07-16 00:00:00,2009-07-16 00:00:00,100.0,,instrument lighting for power mirror control module inoperative  reported fault at every service visit no action from dealer contacted toyota corporation via email no actionif driver attempts to adjust mirrors at night dome lights must be turned on to find power switcha very dangerous situation example interstate highway under constructioni95 between savanna ga and jax fl raining dark vehicle following you has bright lights on need to reposition mirror to relieve glare must turn on dome light  to locate power switch could be an accident and will be one if  toyota   continues to ignore this engineering fault tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727374,10277020,toyota motor north america inc,toyota,tundra,2008-01-01,n,2007-12-15,n,0,0,interior lighting,marietta,ga,5tbrt541x8s,2009-07-16 00:00:00,2009-07-16 00:00:00,100.0,,instrument lighting for power mirror control module inoperative  reported fault at every service visit no action from dealer contacted toyota corporation via email no actionif driver attempts to adjust mirrors at night dome lights must be turned on to find power switcha very dangerous situation example interstate highway under constructioni95 between savanna ga and jax fl raining dark vehicle following you has bright lights on need to reposition mirror to relieve glare must turn on dome light  to locate power switch could be an accident and will be one if  toyota   continues to ignore this engineering fault tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727406,10277046,toyota motor north america inc,toyota,corolla,2007-01-01,n,2007-05-07,n,0,0,seats,bradenton,fl,1nxbr32e67z,2009-07-16 00:00:00,2009-07-16 00:00:00,20.0,,i leased this toyota corolla ce in may 2007 new  since that first day the drivers seat constantly moves out of position 12 inch or more in all directions every time i get in to the car i have to readjust the seat  i cannot figure out why this happens i hope no one ever hits me in the rear because the seat will move in some direction  out of alignment with the air bag if that even opens  i thought i was the only owner with this problem until i just read another complaint for the same issue on the same vehicle i have filed 4 lemon law complaints on this vehicle for various issues including the tires  toyota claims these complaints are all the result of  design flaws  refuses to fix any of the complaints  passes the tire problem off to goodyear who then passes the problem back to toyota this vehicle is the worse car i have ever owned and is a death trap even the seat belts dont work correctly  tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727412,10277042,toyota motor north america inc,toyota,rav4,2006-01-01,n,2006-06-12,n,0,0,vehicle speed control,ooltewah,tn,jtmzd32v465,2009-07-16 00:00:00,2009-07-16 00:00:00,1500.0,,purchased rav4 in may 2006  noticed soon after that car would surge forward especially when you want to slow down and let your foot off the brake to coast  i have had it to the dealer numerous times and they can find nothing  it makes for a very rough ride but even more importantly if concerns me that i will crash into something or somebody  i even took it to the dealer i purchased the car from and left it for a week while i went on vacation  nothing found tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
727439,10277064,toyota motor north america inc,toyota,prius,2007-01-01,n,2009-03-01,n,0,0,exterior lighting,ellicott city,md,jtdkb20u077,2009-07-16 00:00:00,2009-07-16 00:00:00,45000.0,,i have a 2007 toyota prius and the drivers side hid headlight goes out intermittently while driving  i have had an estimate done on the replacement of this headlight and it was over 800  this is a major safety hazard tr,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,,,,,,v,,n,n
727458,10277082,toyota motor north america inc,toyota,tundra,2003-01-01,n,2009-07-17,n,0,0,structureframe and members,shrewsbury,ma,5tbbt44103s,2009-07-17 00:00:00,2009-07-17 00:00:00,,,my 2003 toyota tundra with only 73000 miles on it has significant rusting in the truck bed  the truck is not used for commercial purposes and is only used for periodically carrying normal household items  there is also signs of significant rusting underneath the truck  since toyota had a recall with certain tacomas for a similar condition i am very concerned of the safety of this truck tr,ivoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727478,10277100,toyota motor north america inc,toyota,avalon,2007-01-01,n,2009-07-07,n,0,0,engine and engine coolingengine,placentia,ca,4t1bk36b17u,2009-07-17 00:00:00,2009-07-17 00:00:00,44000.0,,defective hose in the engineoil system failed causing all of the oil in the cars engine to drain immediately the vehicle was towed to my toyota dealer where they explained that some avalons have had this happen toyota acknowledges this but has not issued a recall my car was under warranty and was fixed for free as it was covered however my driveway is loaded with all of the oil from my engine if this happened on the road i would have lost the engine tr,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
727503,10277114,toyota motor north america inc,toyota,tacoma,2008-01-01,n,2009-07-15,n,0,0,power trainautomatic transmission,reno,nv,5teuu42n48z,2009-07-17 00:00:00,2009-07-17 00:00:00,100.0,,my 2008 toyota tacoma with automatic transmission surges foreword sometimes not always with the ac on it vibrates sometimes when coming to a stop when i took it to the dealer they said that this was normal this occurs regularly tr,ivoq,n,,n,n,n,,,,,,5.0,,,,,,,,,,,,,,v,,n,n
727509,10277117,toyota motor north america inc,toyota,prius,2006-01-01,n,2009-07-15,n,0,0,exterior lightingheadlights,star,id,jtdkb20u767,2009-07-17 00:00:00,2009-07-17 00:00:00,35000.0,,headlights intermittently go out most often one or the other often turning headlights off and back on will recover the headlight temporarily this has led to being stopped by the police for having a headlight out sometimes it can be ok for days at a time and others it will go out every day  tr,ivoq,y,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727525,10277136,toyota motor north america inc,toyota,sienna,2000-01-01,n,2009-07-03,n,0,0,service brakes hydraulicantilocktraction controlelectronic limited slipwheel speed sensor,elgin,il,4t3zf13c7yu,2009-07-17 00:00:00,2009-07-17 00:00:00,121000.0,,tlthe contact owns a 2000 toyota sienna  while driving at an unknown speed the tire indicator illuminated on the instrument panel  the contact also noticed that whenever she would begin to brake the vehicle would only stop slightly  the vehicle was diagnosed by the dealer and they stated that the wheel speed sensor needed to be replaced  the current and failure mileages were 121000,evoq,n,,n,n,n,,,,,,,,,,,,,,,,,,,,v,,n,n
727533,10277142,toyota motor north america inc,toyota,camry,2002-01-01,n,2009-06-22,n,0,0,engine and engine cooling,cresskill,nj,4t1be30k92u,2009-07-17 00:00:00,2009-07-17 00:00:00,60.0,,2002 toyota camry has foul odor coming from hvac vents  dealer has removed fan enclosure in engine and cleaned out  and added disinfectant  odor remains a problem tr,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727540,10277145,toyota motor north america inc,toyota,t100,1996-01-01,n,2008-07-01,n,0,0,suspensionrearspringsleaf spring assemblyshackle,charlton,ma,jt4un22d8t0,2009-07-17 00:00:00,2009-07-17 00:00:00,170000.0,,tlthe contact owns a 1996 toyota t100  while changing the oil the contact noticed that the frame was rusting underneath the vehicle as well as the rear spring shackles  the manufacturer was unable to assist  the contact feels that the vehicle will crack in half if it is not repaired  the current mileage was 183000 and failure mileage was 170000,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
727541,10277145,toyota motor north america inc,toyota,t100,1996-01-01,n,2008-07-01,n,0,0,structureframe and members,charlton,ma,jt4un22d8t0,2009-07-17 00:00:00,2009-07-17 00:00:00,170000.0,,tlthe contact owns a 1996 toyota t100  while changing the oil the contact noticed that the frame was rusting underneath the vehicle as well as the rear spring shackles  the manufacturer was unable to assist  the contact feels that the vehicle will crack in half if it is not repaired  the current mileage was 183000 and failure mileage was 170000,evoq,n,,n,n,n,,,,,,0.0,,,,,,,,,,,,,,v,,n,n
