,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,COMPSYS_1,COMPSYS_2,COMPSYS_3,COMPSYS_4,COMPSYS_5,LDATE_month
1855123,11494906,hyundai motor america,hyundai,tucson,2017-01-01,n,,n,0,0,engine,salem ,ct,km8j3ca21hu,2022-11-25,2022-11-25,,,ive bought this vehicle 5 years agoi have been the only ownerive done my oil change on time and keep up with all servicesmy vehicle start making this clapping sounds when i take it to the dealership they told me the rod in the engine is gone and that i need a new enginei try to get hyundai to replace the enginethey asked for proved of oil changes from 70000 to 102000 i gave them those then they came back asked for 40000 to 70000 i couldnt get those i lived in few states traveling for worki look it up and noticed im not the only with the issuethey declined to replace the enginenow i have a car that im still making payments on with a fail engine that will cost over  15000 ive own so many other vehicles before thisthis is the worst experience ive had owning a new car,ivoq,n,,n,n,n,,,,,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855156,11494926,hyundai motor america,hyundai,sonata,2015-01-01,n,,n,0,0,electrical system,midlothian,va,kmhec4a43fa,2022-11-25,2022-11-25,,,this is the third time this has happened  the car just starts to beep and stops working wherever it is  its died on the highway and another busy road during rush hour causing a dangerous backup in which the police needed to be called  the car just beeps and flashes on the dash hybrid system warning safety stop and do not drive  also check charging system   the car just stops and basically dies on the road when this light comes  when this happens the steering wheel does not really work and the gasbreaks have limited function  this could cause a major accident on a major highway or even off of a highway   i am quite surprised that there has not been a recall for this serious safety concern,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855173,11494936,hyundai motor america,hyundai,tucson,2017-01-01,y,,n,0,0,electrical system:ignition:anti-theft:immobilizer/proximity:key/sender,chicago,il,km8j33a45hu,2022-11-26,2022-11-26,,,my vehicle was broken into on nov 17 2022 and thieves attempted to take the vehicle after smashing the back passenger window and gaining access the vehicle alarmed once they either attempted to either open the drivers side door or start the vehicle police were called and completed a report on scene on nov 23 a thief returned and gained access to the vehicle by shattering the glass on the back driver side of the vehicle before getting inside and driving off in the vehicle i reported the vehicle stolen to police and  the vehicle was recovered later that evening on nov 25 i went to the tow yard where the car was taken to retrieve my belongings and observe and record the damage the entire steering column was stripped down and damaged which is how the thief was able to start it there are highly circulated videos on social media platforms showing criminals or would be criminals how to do this it is now also known that they are targeting specifically kias and hyundais due to hyundai manufacturing cars between 2016-2020 without immobilizers my make and model being one of them and therefore making me a target not only that but the cars are being taken and used for joy rides as mine was or used in crimes my car sustained additional damage as it was crashed into another vehicle during the thieves joyride before they ultimately jumped out of the car and abandoned it in an intersection i was targeted my livelihood put in jeopardy and if the car is fixable i will still be in harms way once the repairs are completed hyundai needs to be held accountable as there is no way i would have purchased this vehicle knowing that the car was missing a major safety and anti-theft component further why were they allowed to manufacture and sell these cars without such an important component,ivoq,y,,n,n,n,,,,,,,,,,,,,,,v,,n,y,electrical system,ignition,anti-theft,immobilizer/proximity,key/sender,2022-11
1855174,11494937,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,engine,san jose,ca,5npeb4acxdh,2022-11-26,2022-11-26,,,recently when im driving on either the freeway or the streets ill get a delayed response in the throttle when i hit the gas this is very concerning because it has happened once already on the freeway with cars behind me prior to this i noticed traction control light randomly turned on at the dash,ivoq,n,,n,n,n,,,,,,40.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855212,11494967,hyundai motor america,hyundai,elantra,2014-01-01,n,,n,0,0,engine,san marcos,tx,kmhdh4ahxeu,2022-11-26,2022-11-26,,,my engine failed as i was traveling on a highway i was going around 80 mph this was very dangerous as i had other cars behind me and to the right of me i was in the left lane i had to gradually move over from the far left lane into the shoulder on the right side it was extremely unsafe unknown unknown my engine warning light became active,ivoq,n,,n,n,n,,,,,,80.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855215,11494970,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,electrical system,hastings,mn,5npec4ac5dh,2022-11-26,2022-11-26,,,since november 2021 my 2013 hyundai sonata is found to have a dead battery on multiple random occasions i replaced the battery with a brand new battery twice before bringing it in for inspection at a hyundai dealer on september 1 2022  the dealer diagnosed the problem as an electrical short circuit within the rear view mirror console and replaced said part for 711   the vehicle has had a dead battery twice since that repair indicating there is still an electrical drawshort circuit somewhere within the vehicle each instance of a dead battery was preceded by rainy humid weather   i brought the vehicle back to the hyundai dealer on november 14 2022 i explained that i suspected moisture was getting in somewhere that it shouldnt be and causing the electrical short circuit thus draining the battery   the hyundai dealer found no electrical short and documented that the electrical system was performing to specifications no electrical draw found that exceeds 50ma   there have been no dashboard warning lights or messages indicating the issue hyundai has no solution i have replaced the battery three times within one year  i am concerned that the undiagnosed electrical problem may lead to a fire while parked and off andor a dangerous failure while driving   vehicle is available for further inspection upon request ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855221,11494975,hyundai motor america,hyundai,santa fe,2022-01-01,n,,n,0,0,electrical system,norwalk,ct,5nms3daj0nh,2022-11-26,2022-11-26,,,my car has stalled and shut down and locked up completely while i was driving the vehicle for the 4 th time thanksgiving day  i was petrified   i called service at the dealership and they wanted to charge me the car isnt even a year old what is hyundai going to do about this ,ivoq,n,,n,n,n,,,,,,20.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855222,11494975,hyundai motor america,hyundai,santa fe,2022-01-01,n,,n,0,0,engine,norwalk,ct,5nms3daj0nh,2022-11-26,2022-11-26,,,my car has stalled and shut down and locked up completely while i was driving the vehicle for the 4 th time thanksgiving day  i was petrified   i called service at the dealership and they wanted to charge me the car isnt even a year old what is hyundai going to do about this ,ivoq,n,,n,n,n,,,,,,20.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855236,11494986,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,engine,saint cloud,mn,5npec4ac2dh,2022-11-26,2022-11-26,,,we were travelling from minnesota to arkansas to see our family for thanks giving on 11242022 car engine starts blinking and engine started to make rattling noise took exit and pull over our car in one of the gas station it was closed this was our first road trip and first time in iowa called insurance and towed our car to oreaily auto part they found out the error code p1326 which is related to engine issue looked for nearby hyundai dealership and booked hotel near them we went to hyundai dealer at 700am on friday 11252022 we told them what happened they told us they will check in our car we waited from 7am to 130pm our car was still outside at 2pm service manager came and said they cant check our car we booked rental car ourselves and decided to come back home we forgot our apartment key went back to get it and they had already started to diagnose our car thinking we are gone service guy told me thats engine failure every hyundai is facing now my car have 61k miles on it and i bought it in 2020 from hyundai dealership i still have 9k loan to pay this car and i cannot afford new car or new engine i do not have car now and they are saying it can take months to repair my car if it gets approved for engine replacement hyundai is playing with my life and put me in depression i have no option other than to cry i am feeling so helpless now nothing and nobody seems helpful i try my best to do anything i can and i am just waiting for coming monday for hyundai to make excuse to not fix my car hyundai is playing with lots of people life this might be small for them but not for a working people like us my life is messed up because of them i cannot sleep at night and i have been calling everywhere if i can get help ,ivoq,n,,n,n,n,4.0,fwd,,gs,,65.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855238,11494986,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,power train,saint cloud,mn,5npec4ac2dh,2022-11-26,2022-11-26,,,we were travelling from minnesota to arkansas to see our family for thanks giving on 11242022 car engine starts blinking and engine started to make rattling noise took exit and pull over our car in one of the gas station it was closed this was our first road trip and first time in iowa called insurance and towed our car to oreaily auto part they found out the error code p1326 which is related to engine issue looked for nearby hyundai dealership and booked hotel near them we went to hyundai dealer at 700am on friday 11252022 we told them what happened they told us they will check in our car we waited from 7am to 130pm our car was still outside at 2pm service manager came and said they cant check our car we booked rental car ourselves and decided to come back home we forgot our apartment key went back to get it and they had already started to diagnose our car thinking we are gone service guy told me thats engine failure every hyundai is facing now my car have 61k miles on it and i bought it in 2020 from hyundai dealership i still have 9k loan to pay this car and i cannot afford new car or new engine i do not have car now and they are saying it can take months to repair my car if it gets approved for engine replacement hyundai is playing with my life and put me in depression i have no option other than to cry i am feeling so helpless now nothing and nobody seems helpful i try my best to do anything i can and i am just waiting for coming monday for hyundai to make excuse to not fix my car hyundai is playing with lots of people life this might be small for them but not for a working people like us my life is messed up because of them i cannot sleep at night and i have been calling everywhere if i can get help ,ivoq,n,,n,n,n,4.0,fwd,,gs,,65.0,,,,,,,,,v,,n,n,power train,,,,,2022-11
1855370,11495064,hyundai motor america,hyundai,veloster,2015-01-01,n,,n,0,0,engine,crestview,fl,kmhtc6ad0fu,2022-11-27,2022-11-27,,,as i was turning off a main road into my neighborhood at night with little visibility for oncoming traffic i lost power steering and the car began to shake i was able to coast into my driveway as i coasted into my driveway i noticed my engine battery and water light illuminated upon parking my car i returned to where i lost my power steering found my damper pulleycrankshaft pulley and the crankshaft bolt in the middle of the street where i lost my power steering i called the dealership and they took a look at it and are saying the entire engine needs to be replaced,ivoq,n,,n,n,n,,,,,,10.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855371,11495064,hyundai motor america,hyundai,veloster,2015-01-01,n,,n,0,0,power train,crestview,fl,kmhtc6ad0fu,2022-11-27,2022-11-27,,,as i was turning off a main road into my neighborhood at night with little visibility for oncoming traffic i lost power steering and the car began to shake i was able to coast into my driveway as i coasted into my driveway i noticed my engine battery and water light illuminated upon parking my car i returned to where i lost my power steering found my damper pulleycrankshaft pulley and the crankshaft bolt in the middle of the street where i lost my power steering i called the dealership and they took a look at it and are saying the entire engine needs to be replaced,ivoq,n,,n,n,n,,,,,,10.0,,,,,,,,,v,,n,n,power train,,,,,2022-11
1855400,11495082,hyundai motor america,hyundai,sonata,2013-01-01,n,,n,0,0,engine,clive,ia,5npeb4ac6dh,2022-11-28,2022-11-28,,,hello  we experienced a failure on our 2013 hyundai sonata vin xxx under nhtsa recall number 17v22600   the engine failed on 62122 was at the dealer on 62222  see attached repair order  recall claim was approved on 7262022  nhtsa recall number 17v22600  yes it was over a month before they looked at the car  hyundai case number xxx  hyundai said it was expedited we needed a car  we were not given a loaner car until 7262022 and were told we could apply for a rental car reimbursement if the claim was approved we rented a car from 6222022 until 7262022  submitted the rental car information to hyundai on 7272022  they didnt give it a case number until 882022  rental car case number xxx since then i have emailed and called many times xxxandxxx  i have left several messages for my case manager and her supervisor xxx  im always told they are not in and nobody else can help me with my reimbursement  never received a return call its been over five months since ive paid for the rental with no payment  see attached status  i would like to lodge a complaint regarding how hyundai fails to handle nhtsa recalls repair and rental cars and see if there is any way you could help expedite payment with hyundai thank you for your help  information redacted pursuant to the freedom of information act foia 5 usc 552b6,ivoq,n,,n,n,n,4.0,fwd,,gs,,35.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855466,11495138,hyundai motor america,hyundai,santa fe,2017-01-01,n,,y,0,0,service brakes,cresson,pa,km8smdhf3hu,2022-11-28,2022-11-28,,,i was accelerating on the highway and my rmps shot the whole way up over 7000 then bottomed out i lost speed so i pulled over another car pulled over to inform me my car was on fire i turned the car off and the fire went out the car was towed to blaise alexander dealership in altoona pa the mechanic reported that a connector rod went through the oil pan engine block and brake starter he kept repeating to me ive never seen anything like this before he reached out to hyundai to ask if they would cover repairs starting at 13790 hyundai said no i believe this incident was more than mechanical and is related to the open recall i attempted twice to have my car repaired under the recall but the dealership didnt have the part ,ivoq,n,,n,n,n,6.0,awd,,gs,,65.0,,,,,,,,,v,,n,n,service brakes,,,,,2022-11
1855467,11495138,hyundai motor america,hyundai,santa fe,2017-01-01,n,,y,0,0,engine,cresson,pa,km8smdhf3hu,2022-11-28,2022-11-28,,,i was accelerating on the highway and my rmps shot the whole way up over 7000 then bottomed out i lost speed so i pulled over another car pulled over to inform me my car was on fire i turned the car off and the fire went out the car was towed to blaise alexander dealership in altoona pa the mechanic reported that a connector rod went through the oil pan engine block and brake starter he kept repeating to me ive never seen anything like this before he reached out to hyundai to ask if they would cover repairs starting at 13790 hyundai said no i believe this incident was more than mechanical and is related to the open recall i attempted twice to have my car repaired under the recall but the dealership didnt have the part ,ivoq,n,,n,n,n,6.0,awd,,gs,,65.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855468,11495138,hyundai motor america,hyundai,santa fe,2017-01-01,n,,y,0,0,power train,cresson,pa,km8smdhf3hu,2022-11-28,2022-11-28,,,i was accelerating on the highway and my rmps shot the whole way up over 7000 then bottomed out i lost speed so i pulled over another car pulled over to inform me my car was on fire i turned the car off and the fire went out the car was towed to blaise alexander dealership in altoona pa the mechanic reported that a connector rod went through the oil pan engine block and brake starter he kept repeating to me ive never seen anything like this before he reached out to hyundai to ask if they would cover repairs starting at 13790 hyundai said no i believe this incident was more than mechanical and is related to the open recall i attempted twice to have my car repaired under the recall but the dealership didnt have the part ,ivoq,n,,n,n,n,6.0,awd,,gs,,65.0,,,,,,,,,v,,n,n,power train,,,,,2022-11
1855479,11495145,hyundai motor america,hyundai,santa fe sport,2017-01-01,n,,n,0,0,engine,chicago,il,5xyztdlb2hg,2022-11-28,2022-11-28,105000.0,,the contact owns a 2017 hyundai santa fe sport the contact stated that the check engine warning light was illuminated the vehicle was taken to the dealer and the contact was informed that there was a hole in the engine block the contact was informed that the engine needed to be replaced the vehicle was not repaired the manufacturer was contacted and stated that the vehicle was out of warranty the failure mileage was 105000  ,evoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855495,11495156,hyundai motor america,hyundai,venue,2021-01-01,n,,n,0,0,seat belts,sherman oaks,ca,kmhrc8a30mu,2022-11-28,2022-11-28,,,the seat belt light comes on continually on my new kia  ive been advised there is a safety recall on the seat belt system  defect and received a letter regarding it  ive contacted the dealer several times 3 times and they always state there is a nationwide back order on the parts  since this is a safety item i believe they need to expedite the correct repair with pressure from your organization,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,seat belts,,,,,2022-11
1855528,11495185,hyundai motor america,hyundai,sonata,2011-01-01,n,,n,0,0,electrical system,marion,ar,5npec4acxbh,2022-11-28,2022-11-28,,,i really dont know what the problem is i got my break lights change and they keep blowing out every two to three weeks i have been changing the bulbs for more than a year now every shop i went to say it have wiring problems,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855639,11495261,hyundai motor america,hyundai,sonata,2012-01-01,n,,n,0,0,electrical system,goodyear,az,5npeb4ac8ch,2022-11-29,2022-11-29,,,power steering loses power and window between speedometer and tach goes blank car keeps running but no power steering and cannot take out of park must restart the car to solve issue happened several times while at idle in park happened once while in drive at idle while stopped and was able to drive forward when i discovered no power steering concerned it could happen while driving ,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855656,11495275,hyundai motor america,hyundai,sonata,2016-01-01,n,,n,0,0,electrical system,amarillo,tx,kmhe24l12ga,2022-11-29,2022-11-29,,,my vehicle is a hybrid and the check hybrid system light has lit up while im driving and you have to pull over and turn off your car when that happens the car will slow down and come to a complete stop regardless its scary when you are driving on the freeway ive had this happen to me several times and my car has been worked on four times now by the hyundai service department in amarillo and lubbock tx i purchased extended warranty and its about to expire at 100000 miles i currently have around 82000 miles on my car i contacted the hyundai corporate office and have a case number im very disappointed the way the hyundai corporate office and the service department has handled my situation i even lost my job because i had no transportation for two months i just paid off my car yesterday and i  cant even drive my car ,ivoq,n,,n,n,n,4.0,fwd,,he,,70.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855660,11495278,hyundai motor america,hyundai,veloster,2016-01-01,n,,n,0,0,engine,savannah,ga,kmhtc6ad6gu,2022-11-29,2022-11-29,109000.0,,the contact owns a 2016 hyundai veloster the contact stated that an abnormal rumbling noise was coming from the vehicle at start-up the check engine warning light was illuminated the contact then received notification of nhtsa campaign number 20v746000 engine the vehicle was taken to a dealer where a software update was performed however the failure persisted the vehicle was then taken to an independent mechanic who diagnosed the vehicle with engine failure the vehicle was also taken to autonation hyundai hilton head 255 drivers way suite b hardeeville sc 29927 where a temporary repair was performed however the failure recurred the manufacturer was not notified of the failure the vehicle was not repaired the failure mileage was approximately 109000,evoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855702,11495309,hyundai motor america,hyundai,sonata,2022-01-01,y,,n,4,0,service brakes,simpsonville ,sc,kmhl34j20na,2022-11-29,2022-11-29,,,car did not stop in time to avoid a front collision with a stopped car on a highway,ivoq,y,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,y,service brakes,,,,,2022-11
1855708,11495315,hyundai motor america,hyundai,sonata,2022-01-01,n,,n,0,0,power train,delran,nj,kmhl14jc9na,2022-11-29,2022-11-29,,,car sometimes does not accelerate appropriately car needs to be shut off and restarted when this happens  dealerships around me say they dont see anything wrong with the car  it happens randomly and shouldnt happen with a brand new car  i feel unsafe when it doesnt accelerate correctly  ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,power train,,,,,2022-11
1855711,11495318,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,engine,marlborough,ma,km8srdhf2hu,2022-11-29,2022-11-29,,,failure of oil pressure switch assembly resulting in oil leak  not covered by warranty  dealer repair resulted in cost of 54494 to owner  vehicle mileage 63591 miles appears as wide spread problem with this engine type from hyundaikia,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855713,11495320,hyundai motor america,hyundai,accent,2021-01-01,n,,n,0,0,seat belts,marine,il,3kpc24a6xme,2022-11-29,2022-11-29,0.0,,the contact owns a 2021 hyundai accent the contact received notification of nhtsa campaign number 22v354000 seat belts however the part to do the recall repair was not yet available the local dealer was contacted the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was not made aware of the issue the contact had not experienced a failure parts distribution disconnect the consumer stated the dealer fixed the recall,evoq,n,,n,n,n,4.0,fwd,,gs,,0.0,,,,,,,,,v,,n,n,seat belts,,,,,2022-11
1855768,11495357,hyundai motor america,hyundai,santa fe,2017-01-01,n,,y,0,0,vehicle speed control:cruise control,shoreview,mn,5xyzwdla3hg,2022-11-29,2022-11-29,,,vehicle spontaneously caught on fire in the engine compartment while driving in a parking lot within 30 minutes the vehicle was incinerated down to the frame prior to this incident a warning had flashed on the message center that the adaptive cruise control system was being disabled it is pending insurance inspection and we are trying to contract hyundai the police report is not available yet but is with the faribault mn police department and is xxx  information redacted pursuant to the freedom of information act foia 5 usc 552b6,ivoq,n,,n,n,n,4.0,awd,,gs,,5.0,,,,,,,,,v,,n,n,vehicle speed control,cruise control,,,,2022-11
1855783,11495366,hyundai motor america,hyundai,sonata,2011-01-01,n,,n,0,0,engine,dento,tx,5npec4abxbh,2022-11-29,2022-11-29,,,when i was driving on the highway there was a sudden knocking sound coming out from my engine i dropped off from the highway and checked the engine and there was a smoke coming out from the engine it was scary i took my car to the dealership and they took some time and they said i have to replace the engine even it is under a safety recall they decided not to replace the engine and they are saying that the engine is rebuilt please help me to get my engine replaced i am a student i am not understanding what to do with this nhtsa is my final hope to help me in this ,ivoq,n,,n,n,n,,,,,,75.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855812,11495383,hyundai motor america,hyundai,sonata,2015-01-01,n,,n,0,0,suspension,valrico,fl,5npe34af8fh,2022-11-29,2022-11-29,,,our 2015 hyundai sonata has made a clunking sound when accelerating or slowing down  we took our car to brandon hyundai and explained the problem  they had our car for 1 day and said a motor mount and a transmission mount were faulty  they said they did the repairs and that it was covered by warranty  within a few days the car was making the same sound and we returned it to hyundai  the next day the car repair was completed  again they said it was a motor mount and it was repaired at no expense since it was covered by warranty the noise returned and we will schedule another appointment to hopefully fix the problem our sonata has 97000 miles on it and we think brandon hyundai may be stalling until the warranty runs out  our family has bought 5 new hyundais in the last 10 years and have been very pleased with the cars  i dont blame the vehicle just the dealers service department rve,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,suspension,,,,,2022-11
1855820,11495387,hyundai motor america,hyundai,venue,2022-01-01,n,,n,0,0,seat belts,baltimore ,md,kmhrb8a3xnu,2022-11-29,2022-11-29,,,august 08 2022 i called the towson office to arrange an oil change appointment since i had a bad experience with them my very first oil change i was told to speak with the manager to set up an appointment for a free auto detailing whenever i bring my car in for an oil change the service manager informed me that there was also a recall on my car and that when i bring my car in i can have the recall taken care of as well my appointment was set for september 1 2022 i took the entire day off of work since i didnt expect my car to be done in a few hours   the service advisor that day told me that the parts were not in for the recall and said that it wouldnt be completed that day well that was an entire day that i took off for an oil change and my car to be washed and vacuumed he told me that once the parts were in that i would receive a text message saying that it was in well that was september 1 2022 it will be december 1 in a day and nothing not to mention i would not have know about the recall prior to the letter coming in the mail had the service manager not mentioned it to me i have my appointment confirmation that states the recall as well as the receipt from my september 1 appointment that states i would receive a text message once the parts were in i think this is totally unacceptable ,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,seat belts,,,,,2022-11
1855867,11495411,hyundai motor america,hyundai,santa fe xl,2019-01-01,n,,n,0,0,electrical system,denver,co,km8smdhf3ku,2022-11-30,2022-11-30,,,purchased vehicle 7252022 at the end of october battery was dead we jumped it then when it got cold it would not start jumped it and started went bought a new battery the battery in car when we bought it was a 630cca parts store didnt have a listing for my battery so matched it and got one with 640cca next morning would not start tried jumping it wouldnt start that way called hyundai parts department and asked what battery should be in it said at least 660cca so we got a 750cca a week or 2 later  today 112922 was cold snow morning wouldnt start the problem is my car doesnt start below 32degrees very upsetting i buy a new vehicle that reliable and it doesnt seem reliable it ive also read earlier forums and i read numerous complaints about this issue i try looking up the battery for this model and it says discontinued so what am i supposed to do i need a reliable car for my family not one that will leave me stranded and calling in to work or kids to not go to school ,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,n,electrical system,,,,,2022-11
1855884,11495422,hyundai motor america,hyundai,accent,2016-01-01,n,,n,0,0,engine,oceanside,ca,km8ct4ae9gu,2022-11-30,2022-11-30,92000.0,,the contact owns a 2016 hyundai accent the contact stated that while operating the vehicle the check engine warning light and oil warning light illuminated and the vehicle would shake vibrate and drive rough upon inspection it was discovered that the engine oil was very low the vehicle was taken to the local dealer who performed an oil consumption test and changed the spark plugs however the failure continued to occur the manufacturer was notified of the failure but no assistance was offered the failure mileage was 92000,evoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1855935,11495461,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,engine,washington,dc,5xyzw4la3hg,2022-11-30,2022-11-30,,,vehicle 2017 hyundai sante fe sport -  while driving down the highway the day before thanksgiving 112322 the sante fe began to knock and immediately began to decelerate leaving my youngest sister stranded on a dark backroad in nc in the middle of the night  she pulled over into a local church that was thankfully in the area and had to wait alone for a while  this is extremely dangerous as the road she was on was a winding road 55 mph speed limit steep shoulders and the vehicle gave her no warning prior that something was wrong  after getting the car towed to a repairman we got the news that the engine has failed and that the engine rebuild alone is 10000 low estimate  this is not the hyundai that i know and something must be done to rectify this,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1856047,11495538,hyundai motor america,hyundai,elantra,2017-01-01,n,,n,0,0,engine,saint louis,mo,5npd84lf5hh,2022-11-30,2022-11-30,63000.0,,the contact owns a 2017 hyundai elantra the contact stated while driving 30-40 mph the vehicle stalled inadvertently on several occasions the check engine warning light the battery warning light and several unknown warning lights were illuminated the contact veered to the side of the road the contact stated that upon restarting the vehicle the engine made abnormal sounds the contact stated that the failure recurred several times while driving below 50 mph an unknown dealer was notified of the failure the vehicle was not diagnosed or repaired the manufacturer was not notified of the failure the failure mileage was approximately 63000,evoq,n,,n,n,n,,,,,,30.0,,,,,,,,,v,,n,n,engine,,,,,2022-11
1856074,11495559,hyundai motor america,hyundai,tucson,2018-01-01,n,,n,0,0,service brakes,caguas,pr,km8j23a4xju,2022-11-30,2022-11-30,,,the component or system failing is the brake system  when applying the foot to the brake pedal sometimes it goes to a very low level  the problem was reproduced with the service technicians of a dealer  they made a maintenance service break flush to the brake system  problem seemed to be solved but it came back again  the mileage between the first service and second service was 1591 miles  in the second service technicians made inspection to the brake pads they were found within parameters test drive was made and the problem was not reproduced  not sure if they made additional service  after few weeks the problem repeated again  this is an intermittent problem  sometimes occurs but not always  no warning lamps or indicators present at the time the problem occurs,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,service brakes,,,,,2022-11
1856081,11495563,hyundai motor america,hyundai,elantra,2018-01-01,n,,n,0,0,engine,royal palm beach,fl,5npd84lf3jh,2022-11-30,2022-11-30,,,my daughter is in college in tallahassee about 4 months ago she told me that when she presses the accelerator the car doesnt go as fast as it should in july 2022 the car was serviced in tallahassee at the dealership however none of this is reflected on the receipt in november she came home to palm beach county on her way back she told me that she was having the same issue when she pressed the accelerator she made it to tallahassee and i had her take it to the dealership the service manager called me and said she had gone over the recommended miles for an oil change and this may have caused damage to the engine however he decided to change her oil and spark plug which coated about 318 she drove the car for a few days and noticed a loud tapping noise also the car rolls in all gears and the same issue with when pressing the accelerator upon taking it back to the dealer they told me that the engine would have to be replaced at a cost of 9500 the car had sat at the dealer since november 14 2022 because no one would call back provide updates after i started questioning the issues with other vehicles like this one based on my research in addition i was told the manufacturers warranty did not apply to my daughters car because she was the 2nd owner i had the car towed today november 30 2022 to aamco it is available if needed  this issue has put my daughter at risk because tallahassee is very hilly the vehicle not getting enough speed to drive up a hill pass vehicles or possibly be hit from behind puts my daughter and others at risk  the dealership has indicated there is a problem with the engine that will require it to be replaced  the vehicle was inspected by werner hyundai in tallahassee who said there was an issue with the engine it is now at aamco  outside of my daughter indicating the problem i am not aware of any other warnings  ,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,engine,,,,,2022-11
1856083,11495563,hyundai motor america,hyundai,elantra,2018-01-01,n,,n,0,0,power train,royal palm beach,fl,5npd84lf3jh,2022-11-30,2022-11-30,,,my daughter is in college in tallahassee about 4 months ago she told me that when she presses the accelerator the car doesnt go as fast as it should in july 2022 the car was serviced in tallahassee at the dealership however none of this is reflected on the receipt in november she came home to palm beach county on her way back she told me that she was having the same issue when she pressed the accelerator she made it to tallahassee and i had her take it to the dealership the service manager called me and said she had gone over the recommended miles for an oil change and this may have caused damage to the engine however he decided to change her oil and spark plug which coated about 318 she drove the car for a few days and noticed a loud tapping noise also the car rolls in all gears and the same issue with when pressing the accelerator upon taking it back to the dealer they told me that the engine would have to be replaced at a cost of 9500 the car had sat at the dealer since november 14 2022 because no one would call back provide updates after i started questioning the issues with other vehicles like this one based on my research in addition i was told the manufacturers warranty did not apply to my daughters car because she was the 2nd owner i had the car towed today november 30 2022 to aamco it is available if needed  this issue has put my daughter at risk because tallahassee is very hilly the vehicle not getting enough speed to drive up a hill pass vehicles or possibly be hit from behind puts my daughter and others at risk  the dealership has indicated there is a problem with the engine that will require it to be replaced  the vehicle was inspected by werner hyundai in tallahassee who said there was an issue with the engine it is now at aamco  outside of my daughter indicating the problem i am not aware of any other warnings  ,ivoq,n,,n,n,n,4.0,fwd,,gs,,,,,,,,,,,v,,n,n,power train,,,,,2022-11
